order_number,product,order_amount,sales_tax,customer,order_date,delivery_date,Description,Activity_Name
ORD_0000230,Starter Kit,318,39.75,CONT00014,17/07/2019 8:40,18/07/2019 8:40,Starter Kit - $318,online order
ORD_0000231,Professional Kit,105,13.125,CONT00028,20/02/2019 18:59,22/02/2019 18:59,Professional Kit - $105,online order
ORD_0000232,Home Kit,281,35.125,CONT00021,29/01/2019 9:32,30/01/2019 9:32,Home Kit - $281,online order
ORD_0000233,Starter Kit,473,59.125,CONT00043,1/05/2019 8:54,5/05/2019 8:54,Starter Kit - $473,online order
ORD_0000234,Professional Kit,219,27.375,CONT00064,3/02/2019 19:33,5/02/2019 19:33,Professional Kit - $219,online order
ORD_0000235,Starter Kit,621,77.625,CONT00014,4/03/2019 21:02,5/03/2019 21:02,Starter Kit - $621,online order
ORD_0000236,Professional Kit,157,19.625,CONT00065,5/06/2019 22:00,9/06/2019 22:00,Professional Kit - $157,online order
ORD_0000237,Home Kit,835,104.375,CONT0009,2/08/2018 4:17,3/08/2018 4:17,Home Kit - $835,online order
ORD_0000238,Home Kit,796,99.5,CONT00027,20/09/2018 1:42,23/09/2018 1:42,Home Kit - $796,online order
ORD_0000239,Home Kit,263,32.875,CONT00063,18/10/2018 12:04,22/10/2018 12:04,Home Kit - $263,online order
ORD_0000240,Home Kit,968,121,CONT00052,28/02/2019 3:56,5/03/2019 3:56,Home Kit - $968,online order
ORD_0000241,Professional Kit,644,80.5,CONT00061,22/10/2018 7:46,25/10/2018 7:46,Professional Kit - $644,online order
ORD_0000242,Home Kit,901,112.625,CONT00015,4/07/2019 18:52,7/07/2019 18:52,Home Kit - $901,online order
ORD_0000243,Home Kit,731,91.375,CONT0008,12/05/2019 12:47,17/05/2019 12:47,Home Kit - $731,online order
ORD_0000244,Starter Kit,634,79.25,CONT00035,28/05/2019 3:58,29/05/2019 3:58,Starter Kit - $634,online order
ORD_0000245,Starter Kit,334,41.75,CONT0004,3/07/2019 0:40,8/07/2019 0:40,Starter Kit - $334,online order
ORD_0000246,Starter Kit,247,30.875,CONT00072,27/07/2019 12:14,29/07/2019 12:14,Starter Kit - $247,online order
ORD_0000247,Professional Kit,633,79.125,CONT00045,13/05/2019 20:00,16/05/2019 20:00,Professional Kit - $633,online order
ORD_0000248,Starter Kit,754,94.25,CONT00074,21/06/2019 11:34,23/06/2019 11:34,Starter Kit - $754,online order
ORD_0000249,Home Kit,132,16.5,CONT00036,23/12/2018 13:41,26/12/2018 13:41,Home Kit - $132,online order
ORD_0000250,Professional Kit,263,32.875,CONT00067,1/08/2018 10:10,6/08/2018 10:10,Professional Kit - $263,online order
ORD_0000251,Professional Kit,859,107.375,CONT00011,4/10/2018 10:14,8/10/2018 10:14,Professional Kit - $859,online order
ORD_0000252,Home Kit,955,119.375,CONT0003,25/02/2019 6:32,26/02/2019 6:32,Home Kit - $955,online order
ORD_0000253,Home Kit,210,26.25,CONT00057,15/01/2019 18:19,18/01/2019 18:19,Home Kit - $210,online order
ORD_0000254,Starter Kit,748,93.5,CONT0003,4/03/2019 2:25,8/03/2019 2:25,Starter Kit - $748,online order
ORD_0000255,Professional Kit,839,104.875,CONT00048,30/01/2019 14:31,3/02/2019 14:31,Professional Kit - $839,online order
ORD_0000256,Starter Kit,954,119.25,CONT00040,17/01/2019 2:17,19/01/2019 2:17,Starter Kit - $954,online order
ORD_0000257,Home Kit,675,84.375,CONT000100,20/07/2019 0:56,22/07/2019 0:56,Home Kit - $675,online order
ORD_0000258,Professional Kit,791,98.875,CONT0007,15/11/2018 23:49,19/11/2018 23:49,Professional Kit - $791,online order
ORD_0000259,Home Kit,821,102.625,CONT00084,29/09/2018 20:50,30/09/2018 20:50,Home Kit - $821,online order
ORD_0000260,Professional Kit,427,53.375,CONT00034,19/03/2019 21:30,22/03/2019 21:30,Professional Kit - $427,online order
ORD_0000261,Starter Kit,905,113.125,CONT00052,8/01/2019 1:51,12/01/2019 1:51,Starter Kit - $905,online order
ORD_0000262,Starter Kit,533,66.625,CONT00055,28/03/2019 1:27,29/03/2019 1:27,Starter Kit - $533,online order
ORD_0000263,Starter Kit,587,73.375,CONT00090,16/07/2019 2:35,17/07/2019 2:35,Starter Kit - $587,online order
ORD_0000264,Starter Kit,904,113,CONT00052,14/12/2018 8:04,19/12/2018 8:04,Starter Kit - $904,online order
ORD_0000265,Starter Kit,295,36.875,CONT00095,30/07/2018 13:55,2/08/2018 13:55,Starter Kit - $295,online order
ORD_0000266,Starter Kit,342,42.75,CONT00075,20/08/2018 10:20,24/08/2018 10:20,Starter Kit - $342,online order
ORD_0000267,Professional Kit,349,43.625,CONT00038,16/08/2018 0:35,18/08/2018 0:35,Professional Kit - $349,online order
ORD_0000268,Professional Kit,777,97.125,CONT00034,8/12/2018 21:39,9/12/2018 21:39,Professional Kit - $777,online order
ORD_0000269,Home Kit,617,77.125,CONT00065,14/12/2018 3:10,18/12/2018 3:10,Home Kit - $617,online order
ORD_0000270,Professional Kit,650,81.25,CONT00082,21/05/2019 19:10,26/05/2019 19:10,Professional Kit - $650,online order
ORD_0000271,Starter Kit,922,115.25,CONT00097,22/09/2018 17:07,27/09/2018 17:07,Starter Kit - $922,online order
ORD_0000272,Starter Kit,763,95.375,CONT0007,18/04/2019 14:37,22/04/2019 14:37,Starter Kit - $763,online order
ORD_0000273,Starter Kit,355,44.375,CONT00040,27/04/2019 4:29,30/04/2019 4:29,Starter Kit - $355,online order
ORD_0000274,Starter Kit,711,88.875,CONT00034,10/04/2019 17:30,12/04/2019 17:30,Starter Kit - $711,online order
ORD_0000275,Starter Kit,707,88.375,CONT00090,20/02/2019 13:03,24/02/2019 13:03,Starter Kit - $707,online order
ORD_0000276,Home Kit,806,100.75,CONT00092,2/08/2018 15:37,4/08/2018 15:37,Home Kit - $806,online order
ORD_0000277,Professional Kit,827,103.375,CONT00028,20/05/2019 13:46,25/05/2019 13:46,Professional Kit - $827,online order
ORD_0000278,Starter Kit,657,82.125,CONT00062,27/04/2019 10:00,30/04/2019 10:00,Starter Kit - $657,online order
ORD_0000279,Starter Kit,102,12.75,CONT00011,7/06/2019 10:59,9/06/2019 10:59,Starter Kit - $102,online order
ORD_0000280,Professional Kit,887,110.875,CONT00052,13/06/2019 18:15,16/06/2019 18:15,Professional Kit - $887,online order
ORD_0000281,Starter Kit,661,82.625,CONT00030,13/10/2018 11:01,18/10/2018 11:01,Starter Kit - $661,online order
ORD_0000282,Professional Kit,199,24.875,CONT00093,11/04/2019 5:14,14/04/2019 5:14,Professional Kit - $199,online order
ORD_0000283,Professional Kit,152,19,CONT00019,16/01/2019 18:39,20/01/2019 18:39,Professional Kit - $152,online order
ORD_0000284,Starter Kit,157,19.625,CONT00083,19/10/2018 4:57,23/10/2018 4:57,Starter Kit - $157,online order
ORD_0000285,Professional Kit,251,31.375,CONT00013,20/10/2018 11:42,21/10/2018 11:42,Professional Kit - $251,online order
ORD_0000286,Starter Kit,835,104.375,CONT00055,9/09/2018 23:21,14/09/2018 23:21,Starter Kit - $835,online order
ORD_0000287,Professional Kit,170,21.25,CONT00080,25/04/2019 21:50,30/04/2019 21:50,Professional Kit - $170,online order
ORD_0000288,Professional Kit,311,38.875,CONT00071,13/01/2019 13:31,18/01/2019 13:31,Professional Kit - $311,online order
ORD_0000289,Home Kit,718,89.75,CONT00047,27/04/2019 3:26,2/05/2019 3:26,Home Kit - $718,online order
ORD_0000290,Home Kit,401,50.125,CONT000100,3/08/2018 7:06,5/08/2018 7:06,Home Kit - $401,online order
ORD_0000291,Home Kit,704,88,CONT00095,22/04/2019 22:24,23/04/2019 22:24,Home Kit - $704,online order
ORD_0000292,Starter Kit,207,25.875,CONT00052,3/03/2019 21:15,5/03/2019 21:15,Starter Kit - $207,online order
ORD_0000293,Starter Kit,890,111.25,CONT00061,25/10/2018 13:17,30/10/2018 13:17,Starter Kit - $890,online order
ORD_0000294,Home Kit,910,113.75,CONT00033,19/02/2019 22:52,23/02/2019 22:52,Home Kit - $910,online order
ORD_0000295,Professional Kit,948,118.5,CONT00052,16/08/2018 0:15,20/08/2018 0:15,Professional Kit - $948,online order
ORD_0000296,Home Kit,116,14.5,CONT0003,7/03/2019 2:23,11/03/2019 2:23,Home Kit - $116,online order
ORD_0000297,Professional Kit,414,51.75,CONT00025,18/06/2019 23:52,21/06/2019 23:52,Professional Kit - $414,online order
ORD_0000298,Professional Kit,639,79.875,CONT000100,21/01/2019 20:19,24/01/2019 20:19,Professional Kit - $639,online order
ORD_0000299,Home Kit,942,117.75,CONT00073,6/01/2019 16:47,8/01/2019 16:47,Home Kit - $942,online order
ORD_0000300,Starter Kit,781,97.625,CONT00079,10/03/2019 0:59,13/03/2019 0:59,Starter Kit - $781,online order
ORD_0000301,Professional Kit,353,44.125,CONT00070,28/11/2018 3:08,29/11/2018 3:08,Professional Kit - $353,online order
ORD_0000302,Professional Kit,943,117.875,CONT00043,23/06/2019 4:08,27/06/2019 4:08,Professional Kit - $943,online order
ORD_0000303,Professional Kit,802,100.25,CONT0005,13/09/2018 10:43,14/09/2018 10:43,Professional Kit - $802,online order
ORD_0000304,Home Kit,806,100.75,CONT00032,3/05/2019 12:58,6/05/2019 12:58,Home Kit - $806,online order
ORD_0000305,Professional Kit,146,18.25,CONT00071,6/12/2018 11:56,7/12/2018 11:56,Professional Kit - $146,online order
ORD_0000306,Home Kit,330,41.25,CONT00021,24/03/2019 11:00,29/03/2019 11:00,Home Kit - $330,online order
ORD_0000307,Professional Kit,731,91.375,CONT0008,29/01/2019 17:55,1/02/2019 17:55,Professional Kit - $731,online order
ORD_0000308,Professional Kit,700,87.5,CONT00096,27/05/2019 18:18,29/05/2019 18:18,Professional Kit - $700,online order
ORD_0000309,Starter Kit,299,37.375,CONT00027,30/01/2019 14:41,4/02/2019 14:41,Starter Kit - $299,online order
ORD_0000310,Home Kit,661,82.625,CONT00095,6/03/2019 19:38,8/03/2019 19:38,Home Kit - $661,online order
ORD_0000311,Professional Kit,719,89.875,CONT00042,11/02/2019 17:26,15/02/2019 17:26,Professional Kit - $719,online order
ORD_0000312,Starter Kit,618,77.25,CONT00071,7/08/2018 7:00,12/08/2018 7:00,Starter Kit - $618,online order
ORD_0000313,Professional Kit,368,46,CONT0006,4/04/2019 3:08,6/04/2019 3:08,Professional Kit - $368,online order
ORD_0000314,Home Kit,953,119.125,CONT00060,14/03/2019 20:48,15/03/2019 20:48,Home Kit - $953,online order
ORD_0000315,Starter Kit,995,124.375,CONT00040,28/06/2019 4:19,29/06/2019 4:19,Starter Kit - $995,online order
ORD_0000316,Starter Kit,387,48.375,CONT00042,7/09/2018 20:19,8/09/2018 20:19,Starter Kit - $387,online order
ORD_0000317,Professional Kit,609,76.125,CONT00048,8/09/2018 15:06,11/09/2018 15:06,Professional Kit - $609,online order
ORD_0000318,Professional Kit,424,53,CONT00033,28/01/2019 4:37,30/01/2019 4:37,Professional Kit - $424,online order
ORD_0000319,Starter Kit,136,17,CONT00097,11/11/2018 22:23,12/11/2018 22:23,Starter Kit - $136,online order
ORD_0000320,Professional Kit,601,75.125,CONT00079,3/12/2018 18:54,5/12/2018 18:54,Professional Kit - $601,online order
ORD_0000321,Home Kit,629,78.625,CONT00085,20/05/2019 6:46,21/05/2019 6:46,Home Kit - $629,online order
ORD_0000322,Home Kit,776,97,CONT00072,24/10/2018 15:51,25/10/2018 15:51,Home Kit - $776,online order
ORD_0000323,Starter Kit,279,34.875,CONT00020,25/03/2019 13:22,28/03/2019 13:22,Starter Kit - $279,online order
ORD_0000324,Starter Kit,439,54.875,CONT00036,14/05/2019 9:01,17/05/2019 9:01,Starter Kit - $439,online order
ORD_0000325,Starter Kit,586,73.25,CONT00013,19/02/2019 6:21,21/02/2019 6:21,Starter Kit - $586,online order
ORD_0000326,Professional Kit,330,41.25,CONT00090,12/07/2019 0:20,17/07/2019 0:20,Professional Kit - $330,online order
ORD_0000327,Starter Kit,796,99.5,CONT00022,14/07/2019 9:25,16/07/2019 9:25,Starter Kit - $796,online order
ORD_0000328,Home Kit,227,28.375,CONT00066,30/12/2018 23:38,3/01/2019 23:38,Home Kit - $227,online order
ORD_0000329,Starter Kit,781,97.625,CONT00031,15/03/2019 9:20,16/03/2019 9:20,Starter Kit - $781,online order
ORD_0000330,Professional Kit,925,115.625,CONT00020,23/04/2019 1:45,26/04/2019 1:45,Professional Kit - $925,online order
ORD_0000331,Starter Kit,103,12.875,CONT00018,8/07/2019 6:20,10/07/2019 6:20,Starter Kit - $103,online order
ORD_0000332,Home Kit,455,56.875,CONT0006,3/04/2019 23:51,6/04/2019 23:51,Home Kit - $455,online order
ORD_0000333,Starter Kit,537,67.125,CONT00088,7/11/2018 5:47,9/11/2018 5:47,Starter Kit - $537,online order
ORD_0000334,Professional Kit,371,46.375,CONT00094,6/06/2019 0:51,10/06/2019 0:51,Professional Kit - $371,online order
ORD_0000335,Starter Kit,365,45.625,CONT00057,6/04/2019 14:31,8/04/2019 14:31,Starter Kit - $365,online order
ORD_0000336,Professional Kit,300,37.5,CONT00013,1/05/2019 8:12,5/05/2019 8:12,Professional Kit - $300,online order
ORD_0000337,Professional Kit,217,27.125,CONT00014,26/06/2019 8:34,27/06/2019 8:34,Professional Kit - $217,online order
ORD_0000338,Professional Kit,139,17.375,CONT00035,27/09/2018 18:47,29/09/2018 18:47,Professional Kit - $139,online order
ORD_0000339,Home Kit,717,89.625,CONT00028,23/06/2019 15:12,28/06/2019 15:12,Home Kit - $717,online order
ORD_0000340,Professional Kit,408,51,CONT00047,27/02/2019 11:16,3/03/2019 11:16,Professional Kit - $408,online order
ORD_0000341,Professional Kit,224,28,CONT00043,2/09/2018 21:28,4/09/2018 21:28,Professional Kit - $224,online order
ORD_0000342,Home Kit,647,80.875,CONT00098,13/06/2019 8:40,17/06/2019 8:40,Home Kit - $647,online order
ORD_0000343,Professional Kit,992,124,CONT00017,29/12/2018 5:09,31/12/2018 5:09,Professional Kit - $992,online order
ORD_0000344,Professional Kit,344,43,CONT00021,25/03/2019 21:54,27/03/2019 21:54,Professional Kit - $344,online order
ORD_0000345,Starter Kit,620,77.5,CONT00096,17/01/2019 0:20,18/01/2019 0:20,Starter Kit - $620,online order
ORD_0000346,Professional Kit,339,42.375,CONT00069,6/07/2019 0:36,7/07/2019 0:36,Professional Kit - $339,online order
ORD_0000347,Home Kit,380,47.5,CONT00095,27/09/2018 5:42,29/09/2018 5:42,Home Kit - $380,online order
ORD_0000348,Professional Kit,890,111.25,CONT00027,2/02/2019 22:21,3/02/2019 22:21,Professional Kit - $890,online order
ORD_0000349,Professional Kit,420,52.5,CONT00072,6/08/2018 1:59,11/08/2018 1:59,Professional Kit - $420,online order
ORD_0000350,Home Kit,599,74.875,CONT00073,9/09/2018 22:55,12/09/2018 22:55,Home Kit - $599,online order
ORD_0000351,Starter Kit,377,47.125,CONT00084,5/07/2019 19:21,10/07/2019 19:21,Starter Kit - $377,online order
ORD_0000352,Starter Kit,311,38.875,CONT00095,11/12/2018 7:06,13/12/2018 7:06,Starter Kit - $311,online order
ORD_0000353,Professional Kit,738,92.25,CONT00032,12/09/2018 7:15,15/09/2018 7:15,Professional Kit - $738,online order
ORD_0000354,Starter Kit,789,98.625,CONT00051,5/02/2019 15:01,8/02/2019 15:01,Starter Kit - $789,online order
ORD_0000355,Professional Kit,720,90,CONT0009,27/08/2018 7:54,31/08/2018 7:54,Professional Kit - $720,online order
ORD_0000356,Professional Kit,684,85.5,CONT00010,12/03/2019 6:20,14/03/2019 6:20,Professional Kit - $684,online order
ORD_0000357,Home Kit,870,108.75,CONT00057,9/06/2019 6:43,10/06/2019 6:43,Home Kit - $870,online order
ORD_0000358,Home Kit,832,104,CONT00047,10/12/2018 5:23,12/12/2018 5:23,Home Kit - $832,online order
ORD_0000359,Professional Kit,301,37.625,CONT00025,22/09/2018 15:18,24/09/2018 15:18,Professional Kit - $301,online order
ORD_0000360,Professional Kit,204,25.5,CONT00035,11/11/2018 5:52,15/11/2018 5:52,Professional Kit - $204,online order
ORD_0000361,Starter Kit,114,14.25,CONT00069,30/06/2019 13:49,3/07/2019 13:49,Starter Kit - $114,online order
ORD_0000362,Starter Kit,940,117.5,CONT00075,20/02/2019 12:26,23/02/2019 12:26,Starter Kit - $940,online order
ORD_0000363,Starter Kit,295,36.875,CONT00077,15/08/2018 15:13,16/08/2018 15:13,Starter Kit - $295,online order
ORD_0000364,Home Kit,791,98.875,CONT00099,23/10/2018 8:31,25/10/2018 8:31,Home Kit - $791,online order
ORD_0000365,Starter Kit,905,113.125,CONT00033,8/10/2018 20:01,10/10/2018 20:01,Starter Kit - $905,online order
ORD_0000366,Home Kit,176,22,CONT00038,17/05/2019 20:59,22/05/2019 20:59,Home Kit - $176,online order
ORD_0000367,Home Kit,887,110.875,CONT00049,22/10/2018 10:22,27/10/2018 10:22,Home Kit - $887,online order
ORD_0000368,Professional Kit,890,111.25,CONT00016,30/05/2019 9:28,31/05/2019 9:28,Professional Kit - $890,online order
ORD_0000369,Home Kit,735,91.875,CONT00012,16/08/2018 21:30,20/08/2018 21:30,Home Kit - $735,online order
ORD_0000370,Starter Kit,774,96.75,CONT00034,16/05/2019 22:24,20/05/2019 22:24,Starter Kit - $774,online order
ORD_0000371,Starter Kit,572,71.5,CONT00058,5/03/2019 20:38,7/03/2019 20:38,Starter Kit - $572,online order
ORD_0000372,Professional Kit,144,18,CONT00095,6/03/2019 23:07,10/03/2019 23:07,Professional Kit - $144,online order
ORD_0000373,Starter Kit,163,20.375,CONT00069,23/12/2018 9:35,28/12/2018 9:35,Starter Kit - $163,online order
ORD_0000374,Starter Kit,333,41.625,CONT00074,25/01/2019 10:33,30/01/2019 10:33,Starter Kit - $333,online order
ORD_0000375,Home Kit,660,82.5,CONT0008,26/04/2019 3:05,1/05/2019 3:05,Home Kit - $660,online order
ORD_0000376,Home Kit,949,118.625,CONT00088,5/07/2019 19:40,10/07/2019 19:40,Home Kit - $949,online order
ORD_0000377,Professional Kit,824,103,CONT00023,17/02/2019 4:17,20/02/2019 4:17,Professional Kit - $824,online order
ORD_0000378,Professional Kit,415,51.875,CONT0008,6/04/2019 11:58,8/04/2019 11:58,Professional Kit - $415,online order
ORD_0000379,Starter Kit,911,113.875,CONT00045,9/03/2019 19:24,13/03/2019 19:24,Starter Kit - $911,online order
ORD_0000380,Home Kit,928,116,CONT00087,10/01/2019 14:19,15/01/2019 14:19,Home Kit - $928,online order
ORD_0000381,Starter Kit,474,59.25,CONT00091,1/11/2018 11:57,6/11/2018 11:57,Starter Kit - $474,online order
ORD_0000382,Home Kit,575,71.875,CONT00099,6/09/2018 10:36,11/09/2018 10:36,Home Kit - $575,online order
ORD_0000383,Professional Kit,689,86.125,CONT00060,11/12/2018 2:07,14/12/2018 2:07,Professional Kit - $689,online order
ORD_0000384,Professional Kit,675,84.375,CONT00057,9/08/2018 1:37,14/08/2018 1:37,Professional Kit - $675,online order
ORD_0000385,Starter Kit,999,124.875,CONT00059,18/07/2019 22:57,23/07/2019 22:57,Starter Kit - $999,online order
ORD_0000386,Home Kit,660,82.5,CONT00050,15/11/2018 9:16,17/11/2018 9:16,Home Kit - $660,online order
ORD_0000387,Starter Kit,349,43.625,CONT00067,12/03/2019 13:49,13/03/2019 13:49,Starter Kit - $349,online order
ORD_0000388,Starter Kit,399,49.875,CONT00056,8/05/2019 5:46,10/05/2019 5:46,Starter Kit - $399,online order
ORD_0000389,Home Kit,636,79.5,CONT00072,4/11/2018 14:54,5/11/2018 14:54,Home Kit - $636,online order
ORD_0000390,Starter Kit,169,21.125,CONT00072,28/09/2018 3:21,30/09/2018 3:21,Starter Kit - $169,online order
ORD_0000391,Professional Kit,853,106.625,CONT00038,16/09/2018 18:18,19/09/2018 18:18,Professional Kit - $853,online order
ORD_0000392,Starter Kit,176,22,CONT00073,3/08/2018 20:59,4/08/2018 20:59,Starter Kit - $176,online order
ORD_0000393,Home Kit,239,29.875,CONT00097,9/04/2019 11:46,10/04/2019 11:46,Home Kit - $239,online order
ORD_0000394,Home Kit,666,83.25,CONT00052,21/11/2018 20:52,24/11/2018 20:52,Home Kit - $666,online order
ORD_0000395,Home Kit,243,30.375,CONT00083,9/06/2019 9:24,13/06/2019 9:24,Home Kit - $243,online order
ORD_0000396,Starter Kit,603,75.375,CONT00079,28/06/2019 19:12,2/07/2019 19:12,Starter Kit - $603,online order
ORD_0000397,Starter Kit,673,84.125,CONT0008,16/02/2019 16:43,20/02/2019 16:43,Starter Kit - $673,online order
ORD_0000398,Starter Kit,880,110,CONT000100,24/09/2018 22:48,28/09/2018 22:48,Starter Kit - $880,online order
ORD_0000399,Home Kit,949,118.625,CONT00045,10/07/2019 8:30,11/07/2019 8:30,Home Kit - $949,online order
ORD_0000400,Professional Kit,502,62.75,CONT00073,4/12/2018 22:13,9/12/2018 22:13,Professional Kit - $502,online order
ORD_0000401,Home Kit,328,41,CONT00010,1/02/2019 19:05,5/02/2019 19:05,Home Kit - $328,online order
ORD_0000402,Home Kit,126,15.75,CONT00059,13/03/2019 7:34,14/03/2019 7:34,Home Kit - $126,online order
ORD_0000403,Starter Kit,293,36.625,CONT00058,29/03/2019 7:16,30/03/2019 7:16,Starter Kit - $293,online order
ORD_0000404,Home Kit,887,110.875,CONT00043,6/04/2019 0:36,8/04/2019 0:36,Home Kit - $887,online order
ORD_0000405,Professional Kit,489,61.125,CONT00069,29/09/2018 0:50,1/10/2018 0:50,Professional Kit - $489,online order
ORD_0000406,Home Kit,720,90,CONT00042,13/05/2019 21:23,17/05/2019 21:23,Home Kit - $720,online order
ORD_0000407,Professional Kit,120,15,CONT00019,30/06/2019 16:51,3/07/2019 16:51,Professional Kit - $120,online order
ORD_0000408,Professional Kit,503,62.875,CONT00090,2/07/2019 6:23,6/07/2019 6:23,Professional Kit - $503,online order
ORD_0000409,Home Kit,592,74,CONT00064,12/06/2019 16:31,13/06/2019 16:31,Home Kit - $592,online order
ORD_0000410,Professional Kit,500,62.5,CONT00081,3/03/2019 21:21,8/03/2019 21:21,Professional Kit - $500,online order
ORD_0000411,Professional Kit,816,102,CONT00093,25/12/2018 16:56,28/12/2018 16:56,Professional Kit - $816,online order
ORD_0000412,Home Kit,544,68,CONT00023,18/08/2018 1:45,19/08/2018 1:45,Home Kit - $544,online order
ORD_0000413,Professional Kit,237,29.625,CONT00024,4/03/2019 14:48,7/03/2019 14:48,Professional Kit - $237,online order
ORD_0000414,Professional Kit,511,63.875,CONT00025,12/05/2019 4:25,16/05/2019 4:25,Professional Kit - $511,online order
ORD_0000415,Starter Kit,301,37.625,CONT00044,13/12/2018 22:56,14/12/2018 22:56,Starter Kit - $301,online order
ORD_0000416,Starter Kit,551,68.875,CONT00048,12/09/2018 4:56,16/09/2018 4:56,Starter Kit - $551,online order
ORD_0000417,Home Kit,782,97.75,CONT00028,25/10/2018 22:09,27/10/2018 22:09,Home Kit - $782,online order
ORD_0000418,Home Kit,315,39.375,CONT0004,10/04/2019 5:44,12/04/2019 5:44,Home Kit - $315,online order
ORD_0000419,Professional Kit,331,41.375,CONT00091,21/04/2019 10:09,24/04/2019 10:09,Professional Kit - $331,online order
ORD_0000420,Starter Kit,954,119.25,CONT00017,21/12/2018 11:47,25/12/2018 11:47,Starter Kit - $954,online order
ORD_0000421,Starter Kit,191,23.875,CONT00050,16/08/2018 11:13,21/08/2018 11:13,Starter Kit - $191,online order
ORD_0000422,Starter Kit,396,49.5,CONT00033,10/01/2019 3:04,12/01/2019 3:04,Starter Kit - $396,online order
ORD_0000423,Home Kit,824,103,CONT00092,21/06/2019 1:23,24/06/2019 1:23,Home Kit - $824,online order
ORD_0000424,Professional Kit,430,53.75,CONT00065,29/07/2018 20:31,30/07/2018 20:31,Professional Kit - $430,online order
ORD_0000425,Home Kit,163,20.375,CONT00016,26/02/2019 4:40,3/03/2019 4:40,Home Kit - $163,online order
ORD_0000426,Starter Kit,326,40.75,CONT00074,8/01/2019 6:43,10/01/2019 6:43,Starter Kit - $326,online order
ORD_0000427,Professional Kit,279,34.875,CONT00077,12/11/2018 9:29,16/11/2018 9:29,Professional Kit - $279,online order
ORD_0000428,Starter Kit,222,27.75,CONT00074,18/06/2019 1:03,20/06/2019 1:03,Starter Kit - $222,online order
ORD_0000429,Starter Kit,125,15.625,CONT00053,21/07/2019 0:23,22/07/2019 0:23,Starter Kit - $125,online order
ORD_0000430,Home Kit,580,72.5,CONT000100,4/08/2018 19:10,9/08/2018 19:10,Home Kit - $580,online order
ORD_0000431,Home Kit,942,117.75,CONT00056,17/02/2019 3:13,20/02/2019 3:13,Home Kit - $942,online order
ORD_0000432,Starter Kit,544,68,CONT00023,7/08/2018 18:01,8/08/2018 18:01,Starter Kit - $544,online order
ORD_0000433,Home Kit,122,15.25,CONT00048,14/08/2018 18:07,15/08/2018 18:07,Home Kit - $122,online order
ORD_0000434,Professional Kit,301,37.625,CONT00037,15/01/2019 18:51,16/01/2019 18:51,Professional Kit - $301,online order
ORD_0000435,Professional Kit,914,114.25,CONT00029,24/12/2018 3:19,28/12/2018 3:19,Professional Kit - $914,online order
ORD_0000436,Professional Kit,968,121,CONT00093,2/06/2019 13:23,6/06/2019 13:23,Professional Kit - $968,online order
ORD_0000437,Professional Kit,979,122.375,CONT00079,24/12/2018 10:21,28/12/2018 10:21,Professional Kit - $979,online order
ORD_0000438,Home Kit,519,64.875,CONT00012,8/10/2018 16:22,10/10/2018 16:22,Home Kit - $519,online order
ORD_0000439,Professional Kit,548,68.5,CONT00056,1/07/2019 21:10,6/07/2019 21:10,Professional Kit - $548,online order
ORD_0000440,Starter Kit,367,45.875,CONT00041,21/07/2019 23:04,25/07/2019 23:04,Starter Kit - $367,online order
ORD_0000441,Starter Kit,223,27.875,CONT00060,10/07/2019 11:16,14/07/2019 11:16,Starter Kit - $223,online order
ORD_0000442,Starter Kit,605,75.625,CONT00096,6/08/2018 10:51,7/08/2018 10:51,Starter Kit - $605,online order
ORD_0000443,Home Kit,279,34.875,CONT00055,21/02/2019 18:19,22/02/2019 18:19,Home Kit - $279,online order
ORD_0000444,Starter Kit,274,34.25,CONT00088,31/01/2019 20:15,1/02/2019 20:15,Starter Kit - $274,online order
ORD_0000445,Home Kit,618,77.25,CONT00062,12/01/2019 21:32,13/01/2019 21:32,Home Kit - $618,online order
ORD_0000446,Home Kit,541,67.625,CONT00070,21/11/2018 3:42,23/11/2018 3:42,Home Kit - $541,online order
ORD_0000447,Home Kit,890,111.25,CONT00078,17/09/2018 4:19,19/09/2018 4:19,Home Kit - $890,online order
ORD_0000448,Home Kit,824,103,CONT00081,23/04/2019 19:02,25/04/2019 19:02,Home Kit - $824,online order
ORD_0000449,Home Kit,355,44.375,CONT00043,6/05/2019 6:34,8/05/2019 6:34,Home Kit - $355,online order
ORD_0000450,Home Kit,839,104.875,CONT00085,12/10/2018 19:41,15/10/2018 19:41,Home Kit - $839,online order
ORD_0000451,Starter Kit,573,71.625,CONT00028,11/12/2018 6:39,12/12/2018 6:39,Starter Kit - $573,online order
ORD_0000452,Starter Kit,965,120.625,CONT00019,30/04/2019 20:50,3/05/2019 20:50,Starter Kit - $965,online order
ORD_0000453,Professional Kit,566,70.75,CONT00049,16/05/2019 2:35,19/05/2019 2:35,Professional Kit - $566,online order
ORD_0000454,Home Kit,281,35.125,CONT00031,2/12/2018 21:53,4/12/2018 21:53,Home Kit - $281,online order
ORD_0000455,Starter Kit,884,110.5,CONT00083,12/10/2018 10:35,16/10/2018 10:35,Starter Kit - $884,online order
ORD_0000456,Home Kit,999,124.875,CONT0006,14/08/2018 3:20,18/08/2018 3:20,Home Kit - $999,online order
ORD_0000457,Home Kit,385,48.125,CONT00023,16/04/2019 21:23,21/04/2019 21:23,Home Kit - $385,online order
